Question,Options,Predicted Answer,Correct Answer,Confidence Level,Explanation
Good but not any explanation on how to score. What do the time bombs do? The other swirly balls and airplane? I have no idea. Getting discouraged trying to figure out on my own.,"A. Positive
B. Negative",B,B,90,"The sentence seems to express a sentiment of frustration The speaker perceives something as 'good' but also voices confusion and lack of understanding about how to score in a game (or similar activity implied) They also express discouragement While recognition of good elements is positive, the overall sentiment is driven by frustration and confusion 

Answer and Confidence (0-100): B, 90%"
Vera lvl bro stunning game,"A. Positive
B. Negative",A,A,90,"The sentence seems to praise someone named Vera for a stunning game, using the term ""lvl bro"" which can be observed as gamer language and may refer to a level or skill ranking However, this slang term does not present clear sentiment on its own ""Stunning"" is definitely a positive term often used to express admiration or praise

Answer and Confidence (0-100): A, 90%"
Great offline game which is rare nowadays.,"A. Positive
B. Negative",A,A,95,"This analysis involves looking at both words individually and in the context of this sentence ""Great"" indicates positivity as it is an adjective that describes something of a high standard ""Offline game"" is a neutral term that just refers to a type of video game that doesn't require an internet connection The phrase ""which is rare nowadays"" also carries a positive sentiment It implies that the subject, the offline game, possesses a high value or is highly appreciated due to its rarity Therefore, the sentiment in this sentence is positive due to the use of positive and neutral phrases

Answer and Confidence (0-100): A, 95%"
Love this game. Card size is easy to see and flow smoothly,"A. Positive
B. Negative",A,A,100,"The sentence focuses on the speaker's enjoyment of the game, specifically noting the easy readability and smooth flow of the cards The contents of the sentence are entirely positive, indicating satisfaction and pleasure

Answer and Confidence (0-100): A, 100%"
Hard to see numbers at top of screen.,"A. Positive
B. Negative",B,B,90,"The sentence ""Hard to see numbers at top of screen"" expresses a problem or difficulty which could lead to frustration or dissatisfaction The sentiment portrayed by describing something as hard is generally negative

Answer and Confidence (0-100): B, 90%"
awesome but when l play online lt's automatically come ads why? pls solve this,"A. Positive
B. Negative",B,A,90,"In the given sentence, the user first expresses positive sentiment by using the word ""awesome"" However, this is followed by an expression of dissatisfaction due to the issue being faced ie, ads automatically popping up during an online game Thus, while there is an attempt to highlight a good feature, it then transitions into a negative sentiment because of the problem mentioned

Answer and Confidence (0-100): B, 90%"
"Has become the worst bingo game I've ever played, even a small purchase usually brings your odds up but not on this one!!!","A. Positive
B. Negative",B,B,95,"The sentence shows dissatisfaction and criticism towards a bingo game The user reports that it is the ""worst"" game they've ever played and that even a small purchase, generally improving the gameplay, doesn't increase their chances of success in this particular game The strong negative language and lack of any positive sentiment in the text indicate a negative sentiment

Answer and Confidence (0-100): B, 95%"
"I have always loved this game and I always will. There is just a certain charm that this game holds for me. I've played ever since release back in 2011. I just cant put the game down. Waiting for 1.4 on mobile and this game just has those key elements that I like in games: plenty of bosses, lots of weapons, exploration, and a supportive, and talented group of devs and other people who helped make my childhood. Thanks 505 for one of my all time favorite games.","A. Positive
B. Negative",A,A,99,"The sentence consists of expressions of liking and appreciation for a video game The user indicates strong positive emotions such as love ('I have always loved this game and I always will') and gratitude ('Thanks 505 for one of my all-time favorite games') The descriptions of the game ('plenty of bosses, lots of weapons, exploration') and the game's developers ('supportive, and talented') are also positive There are no negative or critical phrases present

Answer and Confidence (0-100): A, 99%"
I like this game but it won't give me my daily bonus. It glitches but i think it'll get fixed.,"A. Positive
B. Negative",B,B,70,"The sentence has two sentiments Initially, it starts with a positive sentiment (""I like this game"") which indicates enjoyment or satisfaction However, it transitions into a negative sentiment due to encountering problems with the game (""it won't give me my daily bonus"" and ""It glitches"") The final clause of the sentence expresses hope or optimism, making it slightly positive (""but i think it'll get fixed"")

Considering all the components, while there is a positive element, the negative sentiment is more dominant due to the presence of specific issues, thus the overall sentiment leans towards negative, although not strongly 

Answer and Confidence (0-100): B, 70%"
You ruined a perfect game because some idoit with a new idea thought the unplanned rounte was worth more than classic game play the only reason people still say the game is fun is because they mistake the game for their friends the only reason why the game is still alive is because people have friends to play it with other than that the game is complete trash only these days,"A. Positive
B. Negative",B,B,95,"The sentiment in the given sentence is negative The user suggests dissatisfaction due to changes in a game, suggesting the replacement of a 'classic gameplay' with a new gameplay concept as being misguided Words used in the sentence such as 'ruined', 'idiot', and 'trash' point to a negative sentiment Additionally, the user asserts that the only reason people still enjoy the game is due to their social circles, rather than the game itself, reinforcing the negative sentiment

Answer and Confidence (0-100): B, 95%"
"I love that the levels progress in hardness and I love all the little characters you can unlock. But, I'm going to give it four stars because I wish that full version becomes free again!!","A. Positive
B. Negative",A,A,85,"The analysis begins by observing that the sentence contains expressions of positive feelings towards the progressing difficulty of the levels and the unlockable characters in context The word ""love"" is used twice, which adds to the positive sentiment However, the sentence then transitions using ""But"", indicating a change in sentiment The user is going to give the product four stars (instead of, presumably, five), indicating a minor dissatisfaction because they wish the full version becomes free again This points to a slight negative sentiment Overall, the sentiment of the entire sentence can be interpreted as dominantly positive, but not completely due to the minor dissatisfaction

Answer and Confidence (0-100): A, 85%"
wont load up play. screensaver,"A. Positive
B. Negative",B,B,90,"The sentence ""won't load up play screensaver"" appears to be coming from a user who is frustrated or disappointed because they're unable to load a game or a screensaver The use of ""won't load up"" suggests a problem, a negative situation where something is not functioning as expected Therefore, the sentiment being expressed is negative

Answer and Confidence (0-100): B, 90%"
super fun and super easy __ this game is the best but I think the Nintendo account should be able to get my Nintendo rewards,"A. Positive
B. Negative",A,A,85,"The sentence begins with predominantly positive sentiment, with terms like ""super fun,"" ""super easy,"" and ""the best"" indicating positive feelings towards the game being discussed The user seems to love the game and enjoys playing it, indicated by such positive phrases The latter part of the sentence suggests a mild suggestion or criticism about the ability to access Nintendo rewards through a Nintendo account, which mildly infers some level of dissatisfaction However, this point feels more like a suggestion rather than a strong negativity Taken as a whole, the sentiment leans more towards the positive due to the enthusiastic commendation towards the game, even if there is a slight point of criticism

Answer and Confidence (0-100): A, 85%"
"If anyone asks me how likely I will recommend this application to everyone, I will say that I absolutely will tell them to try this app for at least one time. No exaggeration at all!","A. Positive
B. Negative",A,A,90,"The sentence points towards a positive outlook It indicates that the speaker is not just willing, but eager to recommend a certain application to everyone, stating they would ""absolutely tell them to try this app for at least one time"" The phrase ""no exaggeration at all"" emphasizes the sincerity and enthusiasm of this sentiment, restating the positivity

Answer and Confidence (0-100): A, 90%"
I like this game very much because it's so adventure and so many animals can be discovered it's really enjoyable game it's my favourite game I like ever I played.,"A. Positive
B. Negative",A,A,95,"The sentence expresses a preference for a game, describing it as adventurous and enjoyable with many animals to discover The user also indicates that it is their favorite game and emphasizes they like it more than any other game they have played These are all indications of positive sentiments towards the game

Answer and Confidence (0-100): A, 95%"
Very good game. Controls are good very good physics. But could you add manual transmission.,"A. Positive
B. Negative",A,A,85,"The sentence begins with moderately high praise for the game (""Very good game Controls are good very good physics""), which indicates a positive sentiment However, it then transitions to a slight critique or a suggestion to enhance the gaming experience (""But could you add manual transmission""), which indicates a mild negative sentiment Overall, the sentence maintains a positive tone as the user appreciates the game and simply makes a suggestion for improvement, with no strong objection or complaint

Answer and Confidence (0-100): A, 85%"
"Good Simulator. The business portion is a good idea, but unsure if the buyable things actually improve things in the game though","A. Positive
B. Negative",A,A,75,"The sentence starts on a positive note, describing a simulator as ""good"" and appreciating the business portion as a ""good idea"" However, the latter part of the sentence exudes a neutral to slightly negative sentiment because the user expresses uncertainty about the functionality of purchasable items in the game The sentiment is not strongly negative because they do not assertively criticize the game, but provide a degree of doubt only This sentence is, therefore, positive with minor reservations

Answer and Confidence (0-100): A, 75%"
Controls are bit hard to play,"A. Positive
B. Negative",B,B,85,"The statement ""Controls are a bit hard to play"" suggests a minor criticism about the controls; they are described as 'hard to play', which is not a positive experience for the user Even though the criticism isn't harsh, it still points towards an issue the user is facing which therefore lends the statement a negative sentiment

Answer and Confidence (0-100): B, 85%"
One of my favorite on line games. So many different games to play.,"A. Positive
B. Negative",A,A,95,"The sentence starts with ""One of my favorite online games"" which indicates a positive sentiment because the speaker has a favorable view of the game This is followed by ""so many different games to play"" which also implies a positive sentiment because it seems like the speaker enjoys the variety of games Overall, both parts of the sentence denote a positive sentiment towards the topic (online games), and there is no suggestion of any issues, problems, or negatives

Answer and Confidence (0-100): A, 95%"
"An idea: I think a lot of players would relate that ribbons around screen (level status, xp, coin balance, shop) are taking many space. So maybe there should be an option to remove them temporary (for example, double tap anywhere so they disappear, double tap to bring them back). Besides that it is great game, there is a lot of things to do and there is always something new. :)","A. Positive
B. Negative",A,A,85,"The sentiment analysis for this sentence involves a comprehensive review of its contents It starts with a suggestion that ribbons around the game screen are taking up space, indicating a mild dissatisfaction or problem identified by the user (slightly negative) However, the speaker presents a possible solution for this - an option to temporarily remove them - which indicates they are engaged and interested, so some positivity The speaker then provides positive feedback about the game, saying ""it is a great game"", ""there is a lot of things to do"" and ""there is always something new"", expressing positive sentiments The sentence ends with a smiley emoticon, hinting at an overall positive mood While there was a minor negative point, the overall tone of the message is positive, indicating satisfaction with the game and offering a constructive feedback

Answer and Confidence (0-100): A, 85%"
This game would be good if you could play it for more than 5mins for free. Truth is they only want you to buy coins to play with so its programed for you to run out of coins very quickly so they can pressure you to buy fake game coins - and the process repeats. bonuses are a complete joke they get you like 1 spin on lowest amount. will try a different app they ruined this with pay for play,"A. Positive
B. Negative",B,B,95,"This sentence indicates dissatisfaction with a certain game The speaker expresses frustration over the requirement to purchase in-game currency to keep playing, the distribution of coins, and a perceived pressure to make additional purchases The speaker thinks that they will seek out a different application because of these issues Based on all these points, it can be concluded that this is an expression of displeasure or dissatisfaction

Answer and Confidence (0-100): B, 95%"
There is a impossible boss,"A. Positive
B. Negative",B,B,90,"The sentence ""There is an impossible boss"" carries a negative sentiment as it implies that the boss is difficult to deal with, making it a problematic situation The word ""impossible"" connotes a negative perspective since it suggests something that can't be achieved or handled, in this case dealing with the boss

Answer and Confidence (0-100): B, 90%"
"When first started playing was great...no limit on tributes, minimal ads and cards were not ""rigged"" ...now it's constant ads...can play 300,000 worth of coins and maybe win 5 games. Used to average 40,000 points per weekly game and now lucky to get 18 to 20 thousand because rips you off on games and tributes and want to force you into buying their coins. Digging competition, shovels are not counted and holes take anywhere from 10 to 20 players just to get 2 bars of gold. Do not waste your money","A. Positive
B. Negative",B,B,95,"The given sentence starts off with a sense of positivity, expressing satisfaction with the initial state of gameplay (""When first started playing was greatno limit on tributes, minimal ads and cards were not ""rigged"") However, the sentiment quickly changes to negative as the user expresses dissatisfaction with the current state of the game: constant ads, games seem ""rigged"", a perceived push to make in-game purchases, issues with competition and shovels count or maybe game rewards (""now it's constant ads"", ""can play 300,000 worth of coins and maybe win 5 games"", ""rips you off on games and tributes"", ""want to force you into buying their coins"", ""Digging competition, shovels are not counted"", ""Do not waste your money"") The overall sentiment is negative as the user expresses dissatisfaction and frustration with their current game experience compared to when they started

Answer and Confidence (0-100): B, 95%"
Its an awesome game but its annoying that you get an ad every single time you end a run __. Its pretty rude,"A. Positive
B. Negative",B,A,85,"The sentence has two sentiments expressed by the user - one positive and one negative The first sentiment conveyed about the game being 'awesome' suggests a pleasant, enjoyable experience which leans towards positive emotion However, the latter part of the sentence expresses dissatisfaction about the frequency of ads, described by the phrases 'annoying' and 'pretty rude', indicating a negative sentiment

Answer and Confidence (0-100): B, 85%"
"It is a nice game but I had to. Uninstall it bcoz it asked money for proceeding further story, plz make it free so that it could have been a great game to play during this lockdown","A. Positive
B. Negative",B,A,90,"The sentiment analysis for this sentence is done in multiple steps:

1 Look at the entire sentence: ""It is a nice game but I had to uninstall it bcoz it asked money for proceeding further story, plz make it free so that it could have been a great game to play during this lockdown""

2 Identify positive sentiments or phrases: ""It is a nice game"", ""could have been a great game to play during this lockdown"" suggest that the user enjoyed the game and sees its potential

3 Identify negative sentiments or phrases: ""but I had to uninstall it bcoz it asked money for proceeding further"", ""plz make it free"" show dissatisfaction because the user had to pay for further progress, which led to the uninstallation of the game

4 Analyzing the above points, it seems that the user has mixed feelings about the game; however, the overall sentiment is negative because the user had to uninstall the game due to its paid requirements, making it unavailable to play The user's request to make the game free indicates the negative sentiment towards it being a paid game

Answer and Confidence (0-100): B, 90%"
I love this gme so much its better than other.here is no tention to hypertension,"A. Positive
B. Negative",A,A,90,"The first step is to read and understand the sentence The statement ""I love this game so much"" suggests a high level of satisfaction, and ""it's better than others"" denotes comparison in a positive sense The sentence ""there is no tension to hypertension"" likely means the game does not cause stress, also a positive sentiment Though the grammar is slightly off, the sentiment still comes through as primarily positive 

Answer and Confidence (0-100): A, 90%"
I lost my app on my phone I went to play on my iPad and they started me other way lower level than I was on I cannot get it to play on my phone I keep trying to reload it and it will not reload is there a problem with your system,"A. Positive
B. Negative",B,A,90,"The user is expressing frustration over losing an app on their phone, having to start at a lower level on their iPad, being unable to play the game on their phone despite multiple attempts to reload it, and is speculating whether there might be a problem with the system These are all emotionally negative experiences involving disappointment, frustration, and confusion

Answer and Confidence (0-100): B, 90%"
Sometimes it would work perfectly fine but others it would just randomly start bugging out. It would also randomly freeze and kick me out of games for no reason. It also would freeze and make the words and chat look weird? Like words would go missing or just become something that looks like a barcode. Also I am personal not a fan of the new voice chat thing. But overall the games ok when its working fine.,"A. Positive
B. Negative",B,B,90,"The sentence starts with the user mentioning that sometimes the gaming service works fine, which indicates a positive sentiment However, the subsequent parts describe numerous issues with the gaming service, including random bugs, freezing, getting kicked out of games, the text and chat functioning weirdly, and a personal dislike for the new voice chat feature This shifts the sentiment to negative The user attempts to moderate the overall sentiment by stating that ""when it's working fine"", the game is okay, but the negative points outweigh the positive ones

Answer and Confidence (0-100): B, 90%"
Have a great time until a bunch of guests show up then the fun stops all in all its fun,"A. Positive
B. Negative",A,A,75,"First, we break down the sentence into parts ""Have a great time"" suggests a positive sentiment, while ""until a bunch of guests show up"" is neutral since it doesn't convey good or bad emotions However, ""then the fun stops"" shows a shift to a negative sentiment as the fun is ending Finally, ""all in all, it's fun"" brings us back to a positive sentiment In all, the sentence presents a balance of positive and negative sentiments, but it ultimately ends on a positive note

Answer and Confidence (0-100): A, 75%"
The game play is really nice but it keeps crashing. I downloaded it for 30 mins. and it already crashed 6 times. Please fix it,"A. Positive
B. Negative",B,B,95,"The first step is to identify the core elements of the sentence We can see that the speaker thinks the game play is really nice - this signifies a positive sentiment However, the game keeps crashing, which conveys a negative sentiment due to frustration of game interruption The speaker also asks for it to be fixed, which is a negative sentiment predicated on the disappointment and inconvenience caused by the issue Considering the overall sentiment, the negative aspects are more dominant

Answer and Confidence (0-100): B, 95%"
How did i survive 1000000 windmills with the grim reaper attacking it is almost impossible to lose now i mean you can now sometimes have every folower,"A. Positive
B. Negative",A,A,65,"This sentence contains different emotions We should start from the beginning: 'How did i survive 1000000 windmills with the grim reaper attacking' might seem to be negative because it's a challenge, looks like it was difficult or impossible This is followed by 'it is almost impossible to lose now,' portraying a positive sentiment since it indicates a high chance of winning or succeeding Towards the end, 'I mean you can now sometimes have every follower' implies having the support or backup, which adds to the overall positive sentiment

Answer and Confidence (0-100): A, 65%"
It is a good game,"A. Positive
B. Negative",A,A,100,"Analyzing the sentence ""It is a good game"" involves parsing the adjectives used Here, the adjective ""good"" is associated with positive connotations, leading one to understand that the speaker has a favorable opinion of the game in question

Answer and Confidence (0-100): A, 100%"
Being that this is my first time playing this its fun i like it soon as i get the hang of switching in a out the curves better i'll probably enjoy the game more offend.,"A. Positive
B. Negative",A,A,95,"The sentence is a user's feedback about their experience with a game They mention it's their first time playing, they are enjoying it and expect to enjoy it even more as they get better at some of its mechanics The overall sentiment is clearly positive, with the user expressing enjoyment and positive expectations for the future

Answer and Confidence (0-100): A, 95%"
this is cool you can get free games,"A. Positive
B. Negative",A,A,95,"The sentence ""this is cool you can get free games"" expresses enthusiasm about getting free games which is a positive sentiment The word ""cool"" is used to express approval or admiration while ""free games"" is a desirable outcome for a gamer

Answer and Confidence (0-100): A, 95%"
"Good game, nice control, nice graphics, but it's easy.","A. Positive
B. Negative",A,A,80,"The sentence ""Good game, nice control, nice graphics, but it's easy"" includes a mix of both compliments and a potential criticism, depending on the context The speaker acknowledges positive aspects of the game such as it being good, it having nice control, and impressive graphics—all of which indicate a positive sentiment However, the critic that it's easy could be negative for people who seek challenging games Yet, in general context, easy gameplay might not necessarily always be seen as bad Given this, the sentiment should be deemed positive because the overall tone is appreciative despite the mention of the game being easy, which doesn't definitely express a negative sentiment

Answer and Confidence (0-100): A, 80%"
Wow! Another update and the game sucks again. Super choppy game play. Literally no point to play. And don't respond and say for me to contact customer support because it's. USELESS Use to be great. Now it's useless. Always getting disconnected even with excellent service. Last 2 updates were garbage. Coding seems to be WAAAY off. Only good thing is that it's free...would NEVER waste money on upgrading. Their themes are complete trash..bring back payload!!!,"A. Positive
B. Negative",B,B,95,"In the given sentence, the user expresses frustration and dissatisfaction with the game after an update, describing it as ""choppy"", pointless and ""useless"" They also mention the inefficiency of the game's customer support, constant disconnection and poor quality of the updates They express a discontent with the coding as well The only positive aspect mentioned is that the game is free but this is accompanied with the refusal to ever spend money on the game, which doesn't suffice to change the overall sentiment of the text to positive 

Answer and Confidence (0-100): B, 95%"
"Rewards from leveled up is almost useless especially when you already on high level. You'll need more than 1 reward to upgrade 1 item. When you can't even get more *3, then you'll find the game slowly become so boring because it feels repetitive, when you've familiar with the pattern, it's not even challenging anymore, and you stuck there because you don't have enough crystals to upgrade/progress. You have to wait for level up rewards, doing achievements, etc. just to get crystals. *Casino sucks","A. Positive
B. Negative",B,B,95,"The sentence expresses dissatisfaction towards a game The phrase ""useless"" implies that the reward system is not beneficial, while ""boring because it feels repetitive"" and ""not even challenging anymore"" indicates lack of enthusiasm and interest The user also refers to being ""stuck"" due to lack of needed game resources, showing frustration The statement ""*Casino sucks"" is a clear negative sentiment 

Answer and Confidence (0-100): B, 95%"
"Love the game, been playing it on and off for years. Too bad multiplayer is such a pain, I was looking forward to it. Should of just gave people the option to make they're world's public and have them appear in multiplayer instead of trying to find an IP.. and hoping it works.","A. Positive
B. Negative",B,A,70,"The sentence appears to have a mixed sentiment The initial part of the statement ""Love the game, been playing it on and off for years"" shows a positive sentiment towards the game However, the comment shifts abruptly when the user mentions, ""Too bad multiplayer is such a pain, I was looking forward to it"" The statement shows disappointment over the game's internet multiplayer feature, indicating negative sentiment Furthermore, the user suggests a potential improvement, and their tone indicates dissatisfaction, lending further weight to the negative sentiment

Answer and Confidence (0-100): B, 70%"
Once you get to the higher levels it's clear all they want is your money everything takes blue spoons which cost money. It's the most money grubbing game I've ever played. Otherwise you lose or need to buy second chances which also require spoons.,"A. Positive
B. Negative",B,B,95,"Firstly, the sentence denotes a person's frustration about the progression in a game, with emphasis on the monetary requirement to move forward or maintain a stable gameplay The use of 'money-grubbing' amplifies the negative sentiment as it essentially means greed for money The phrase 'everything takes blue spoons which cost money' displays a negative sentiment as it implies that everything in the game comes at a cost Also, the phrase 'you lose or need to buy second chances which also require spoons' additionally displays negativity as it signifies that failure is bound to happen if one does not purchase or invest in the game

Answer and Confidence (0-100): B, 95%"
"The slots are great, realistic like the ones in the casino. The only reason I downloaded the slots it's because I subscribe to BC Slots so the advertising is working. The bet margins are too high, the lowest should at least $10,000.Why dont you lower the betting margin? The turn over time to receive coins sucks!!! I'll stick with cashman and lighting link. Bye","A. Positive
B. Negative",B,B,95,"The analysis begins with a positive sentiment regarding the quality of the slots, which the user is comparing to real-life ones from a casino However, the sentiment then transitions into negativity The user expresses dissatisfaction with the high betting margins, suggesting a lower margin for better user experience They also convey frustration about the turnover time to receive coins Towards the end, they indicate a preference for other slot games, such as 'cashman' and 'lighting link', and say 'Bye', implying they may stop using the current slot game being reviewed 

Answer and Confidence (0-100): B, 95%"
Challenging and it's a nice game.,"A. Positive
B. Negative",A,A,85,"The sentence provided is ""Challenging and it's a nice game"" The sentence provides two distinct sentiments on a game The term ""challenging"" can carry a negative connotation, as it suggests potential difficulty or adversity However, the term is often seen as inherently positive in the context of games, as a challenging game can be seen as one that presents engagement and a stimulating experience to the player The use of ""nice"" to describe the game directly shows a positive sentiment, implying that the user enjoys playing the game despite its challenges The phrase ""nice game"" overpowers any negative connotation that might have been implied by ""challenging"", providing an overall positive sentiment

Answer and Confidence (0-100): A, 85%"
"I'm sure this would work much better on a tablet..small pieces are hard to see on phone, background clues are indistinct. Great idea though.","A. Positive
B. Negative",B,B,60,"The sentence begins with a moderate sentiment (""I'm sure this would work much better on a tablet"") suggesting that the speaker sees potential in the context being discussed However, this is quickly followed by criticism (""small pieces are hard to see on phone, background clues are indistinct"") which indicates dissatisfaction or negativity Finally, the sentence ends on a positive note (""Great idea though"") showcasing appraisement With these observations, it can be concluded that the sentiment leans slightly more towards the negative side due to the critique about the pieces being hard to see and indistinct background clues 

Answer and Confidence (0-100): B, 60%"
"I like this game! Its a great time killer, and it has amazing graphics. This game is addicting. I play this game when im waiting for friends or when im bored! I play other games but this ones fun!!!!!","A. Positive
B. Negative",A,A,100,"The sentence indicates a strong preference for and enjoyment in playing the game Phrases such as ""I like this game"", ""Its a great time killer"", ""it has amazing graphics"", ""This game is addicting"", and ""I play other games but this one's fun!!!!!"" all contribute to a positive sentiment There is no indication of any negative sentiment in the statement

Answer and Confidence (0-100): A, 100%"
"Love the game, good sroyline but you will wait for energy , cool weapons...","A. Positive
B. Negative",A,B,70,"Analyzing the sentence, the user says ""Love the game"" indicating a positive feeling about the game, which is then followed by ""good storyline"" further extending the positive sentiment However, there's a shift when the user says ""but you will wait for energy,"" indicating a point of dissatisfaction or a problem, giving a negative sentiment Eventually, this is followed by ""cool weapons"" which sways back to positive sentiment Overall, the sentiment in this sentence leans more towards the positive side with two positive remarks and one negative

Answer and Confidence (0-100): A, 70%"
I am looking forward to hearing about everything is ok with that in the next day or night sweet dreams of becoming a better understanding of how the hell are so many times directly related products and services that we have been working in,"A. Positive
B. Negative",B,A,50,"The sentence structure is quite confusing and incoherent; it hardly forms a clear narrative However, we can try to understand individual parts At the start, the speaker seems anticipatory and hopeful, which carries a positive sentiment but towards the end, the phrase ""how the hell are so many times"" conveys frustration, showing a negative emotion Following, ""directly related products and services that we have been working in"" seems more neutral Since the sentence is fragmented and lacks clear thematic continuity, it manifests both positive and negative sentiments, making its overall sentiment hard to determine 

Answer and Confidence (0-100): B, 50%

There is only a slight tilt towards the negative sentiment due to the frustration hinted in the text, and because of the complexity and ambiguity of the sentence, the confidence level is set at 50%, indicating uncertainty"
"gravity is innaccurate, easly to get stuck, i keep getting these stupid ""collect exactly gems"" quests, when there is no gem counter so i have to do math whilst playing","A. Positive
B. Negative",B,B,95,"The sentence is a critique or expression of dissatisfaction with a game The player complains about the inaccuracy of gravity, the frequent occurrence of getting stuck, consistent quests that are stressful and not enjoyable to complete, and the lack of essential game component that complicates their experience (ie, gem counter) The overall sentiment portrayed in this sentence is negative as the player expresses frustration and dissatisfaction

Answer and Confidence (0-100): B, 95%"
very relaxing and I love the animated pictures,"A. Positive
B. Negative",A,A,100,"The sentence ""very relaxing and I love the animated pictures"" expresses positive emotions about the subject The use of phrases such as ""very relaxing"" and ""I love"" show a level of enjoyment and satisfaction The adverb ""very"" is used to amplify the positive sentiment of the adjective ""relaxing,"" and ""love"" is indicative of strong positive emotions towards ""animated pictures""

Answer and Confidence (0-100): A, 100%"
Roblox is one of my go-to games I literally love it so much! I play this to pass by time I play it to pass up ALL my time! It's so fun I have no problems with it at all because there is like 1 million games inside 1 game and I can talk and with friends or new people! Besides that I suggest you get this app!,"A. Positive
B. Negative",A,A,98,"The sentence clearly provides positive sentiment The speaker expresses a high amount of enthusiasm and warmth towards the Roblox game and suggests others get the app as well Phrases such as ""one of my go-to games,"" ""literally love it so much,"" and ""It's so fun,"" are clear indicators of a highly positive sentiment No negative sentiment is detected in the sentence The speaker also appreciates the feature of the game which includes 'a million games within one', suggesting satisfaction and contentment with the diversity and extent of engagement it offers

Answer and Confidence (0-100): A, 98%"
"It's an amazing game that involves strategy and skill, I love the cartoon look of the game, and the amount of work put into this game is just amazing.","A. Positive
B. Negative",A,A,100,"The sentiment of the sentence can be determined by understanding the words and phrases it contains There are many positive words such as ""amazing, involves, strategy, skill, love, cartoon look, amount, work and put"" The sentence does not contain any negative words or phrases The individual is expressing enjoyment and admiration for the game It's an expression of positive emotion towards the game, hence, the sentiment is positive

Answer and Confidence (0-100): A, 100%"
"Worst game ever! They have all kinds of challenges they want you to try, they pester you constantly about stuff you don't care about. At one point, I apparently had a subscription, which expired. So now, I constantly get a message, ""We want you back."" I don't care what they want. I just want to be left alone to enjoy the game! But apparently they don't care what I want. I will never load another mobility ware game on any device!","A. Positive
B. Negative",B,B,100,"The sentence immediately sets the tone with the phrase ""Worst game ever!"" which is indicative of frustration and a negative overall experience This negative sentiment carries through the rest of the sentence with references to unwelcome challenges, pestering, unwanted subscriptions, and frequent unwanted messages The author also states, ""I will never load another mobility ware game on any device!"" indicating a strong dissatisfaction with the product and a decision to not use it again 

Answer and Confidence (0-100): B, 100%"
"I love this game. But, today it started saying something about I changed time zones and it put me at negative 1 on everything that I have earned. Could you please fix this issue. I really do love this game.","A. Positive
B. Negative",B,A,70,"We start by analyzing the emotive wording in the sentence The speaker first expresses positive sentiments by saying ""I love this game,"" indicating enjoyment or satisfaction However, a change in sentiment occurs with ""But, today it started saying something about I changed time zones and it put me at negative 1 on everything that I have earned"" This line expresses a problem or conflict, suggesting negative emotions The speaker maintains this negative sentiment by requesting assistance with ""Could you please fix this issue"" The phrase ""I really do love this game"" returns the sentiment to a positive note, reaffirming the speaker's fondness for the game Even though there are both positive and negative sentiments in the sentence, the overall sentiment leans towards negative due to the conflict and request for aid 

Answer and Confidence (0-100): B, 70%"
Very cute game! The reason behind 2 stars is that I can't log in to my facebook account or sign in either,"A. Positive
B. Negative",B,B,90,"The sentence analysis involves two parts The first part, ""Very cute game!"", shows positive sentiment as the user seems to like the game and refers to it as ""cute"" However, the second part, ""The reason behind 2 stars is that I can't log in to my facebook account or sign in either,"" shows a negative sentiment The user is unhappy with the game due to login issues This sentiment seems to dominate the overall mood of the text since the user gave the game 2 stars and likely would have given it more if it weren't for this issue

Answer and Confidence (0-100): B, 90%"
"Full of fun, each day a new approach to reach you goals. Not only gaming for fun but requires planning for the next challenges. Thank you....Still best ever","A. Positive
B. Negative",A,A,95,"The sentence seems to be sharing a positive sentiment The phrases ""full of fun,"" ""new approach,"" ""reach your goals,"" ""gaming for fun,"" ""requires planning,"" and ""best ever"" are all positive in connotation “Thank you” is usually associated with positive feelings There are no negative keywords or phrases detected within the sentence

Answer and Confidence (0-100): A, 95%"
"I like the game and keep coming back to it. I wait desperately for the talisman game to come every few days.i love solving it.but i dont understand what is the use of the gifts that we get after we solve and find all talismans. But i still wait for the fortune teller to erupt and give me the talisman finding levels. And what i dont like is, first of all i dont understand what is the point of crafting materials and finding reagents and stuff,secondly we dont get rubies anywhere except upon buying","A. Positive
B. Negative",B,B,75,"The sentence expresses both positive and negative feelings about a game The user notes that they enjoy playing the game and eagerly anticipate certain events within it, such as the talisman game and the eruption of the fortune teller However, they also express confusion about certain game features, including the use of gifts earned after solving problems and the purpose of crafting materials and reagents Furthermore, they express dissatisfaction that rubies can only be obtained through purchase While there is evident enjoyment and engagement, the expressed confusion and dissatisfaction contribute to a negative feedback on specific aspects of the game

Answer and Confidence (0-100): B, 75%"
"Is what internations is going on in the game??? It refuses to let me out of any ranked match, and continuously puts me into another game, and refuses to let me change my deck. This is ridiculous! FIX IT NOW!!!!!!!!!!!!!!!!!","A. Positive
B. Negative",B,A,95,"The sentence is from a user expressing dissatisfaction or frustration It talks about being unable to exit a ranked match in a game, being continuously placed in another game, and unable to change the deck Lastly, the user is demanding immediate action, evident in the phrase ""FIX IT NOW!!!!!!!!!!!!!!!!!"" This is a clear indicator of irritation and negativity So, we classify it as a negative sentiment 

Answer and Confidence (0-100): B, 95%"
