Question,Options,Predicted Answer,Correct Answer,Confidence Level,Explanation
"Long day, many challenges. I'm tired and still hungover from getting shitty drunk last night. Wish I had my water bottle","A. Positive
B. Negative",B,B,95,"The sentence provided describes a challenging day It explicitly mentions exhaustion, still being hungover, and a desire for a water bottle that the speaker currently lacks The emotions conveyed include fatigue, regret, and a longing for relief, all of which are negative feelings There are no inherently positive sentiments or optimistic details mentioned

Answer and Confidence (0-100): B, 95%"
"Weather outlook isn't the best for a HUGE sidewalk sale today (rain)  Today's goals: 30% PV&quot;S, 100% PP &amp; $0.75 in Con!","A. Positive
B. Negative",B,B,80,"The sentence is discussing the weather outlook and how it may affect a sidewalk sale The ""(rain)"" indicates that the weather will not be good, which is a negative sentiment as it could potentially hinder the success of the sidewalk sale In addition, it explains the goals for the day which could be seen as a neutral sentiment as it's more of a statement of fact rather than evoking positive or negative emotions However, the overall sentiment of the sentence is negative due to the bad weather

Answer and Confidence (0-100): B, 80%"
"Yeah, having a blast!","A. Positive
B. Negative",A,A,95,"The sentence ""Yeah, having a blast!"" expresses a high degree of enthusiasm and enjoyment The word ""blast"" is often associated with fun, excitement, deeply joyful experiences, and is generally used in a positive context especially when accompanied by an exclamation mark as in this sentence As there are no negative words or connotations in the sentence, the sentiment expressed in this sentence can be defined as positive

Answer and Confidence (0-100): A, 95%"
Just realised Big Brother starts on thursday which means e4 stops showing decent telly for the summer,"A. Positive
B. Negative",B,B,85,"The sentence starts with an observation about the start of a new TV show (Big Brother) and ends with a complaint about the sender's preferred channel (e4) showing less ""decent"" television during this period The sentiment reflect here appears to be unfavorably towards the impact of the new TV show This can be analysed as a negative sentiment because the sender is unhappy about the change in programming

Answer and Confidence (0-100): B, 85%"
Is not feeling too good today.....  Hate this cold winter flu.....  Where is that blarry nebulizer with the good stuff in it,"A. Positive
B. Negative",B,B,95,"The sentence expresses the speaker's physical discomfort because they're not feeling well due to ""winter flu"" The sentiment towards the winter flu is negative as expressed through the wording: ""Hate this cold winter flu"" Additionally, the speaker's frustration in not finding a nebulizer that is supposed to contain medicine -""Where is that blarry nebulizer with the good stuff in it""- also communicates a clear negative sentiment 

Answer and Confidence (0-100): B, 95%"
"PSV - AJAX - 3-1 halftime now.. If it stay like this, PSV wins or a draw, AZ Alkmaar Champions!!!!","A. Positive
B. Negative",A,A,90,"Analyzing this sentence, the writer is providing an update for a match between PSV and AJAX The current score is 3-1 in favor of PSV at halftime The writer mentions that if the match stays tied or PSV wins, AZ Alkmaar will be the champions From this, we infer that the writer is expecting or rooting for AZ Alkmaar to win Hence, the sentiment of this sentence would be positive for a supporter of AZ Alkmaar

Answer and Confidence (0-100): A, 90%"
They pulled fleury.,"A. Positive
B. Negative",A,B,50,"The sentence ""They pulled Fleury"" is lacking context to accurately determine its sentiment The phrase ""pulled"" can have various implications based on the situation For example, in a hockey game scenario, ""pulling"" a player like Fleury could refer to removing him from the game, which can be negative if he was performing poorly, but could also be neutral if it was a strategic decision Without sufficient context, this sentence does not express a clear positive or negative sentiment 

Answer and Confidence (0-100): A, 50%"
@SlamboOutchea This is not my day,"A. Positive
B. Negative",B,B,95,"The sentence ""@SlamboOutchea This is not my day"" originates from a Twitter post and is directed to the user ""@SlamboOutchea"" The phrase ""This is not my day"" is often employed in English to express that the speaker is having a bad day or experiences negative events or situations The negative sentiment is thus primarily derived from the phrase ""This is not my day"" which expresses dissatisfaction or disappointment

Answer and Confidence (0-100): B, 95%"
@rickweasel And you thought RIGHT!  Hi!,"A. Positive
B. Negative",A,A,90,"In this sentence, the user is responding positively to @rickweasel The phrase 'And you thought RIGHT!' could indicate that @rickweasel made a correct guess or assumption, which suggest positive sentiment The word 'Hi' is commonly used as a friendly greeting, which is also positive Overall, there is no negative sentiment in this sentence

Answer and Confidence (0-100): A, 90%"
"@whitneybowles aw, baaaaby!  what's lazer acupuncture?!?","A. Positive
B. Negative",A,B,85,"The sentence is a tweet addressing another user, expressing curiosity and interest about something, particularly 'lazer acupuncture' The token 'aw, baaaaby!' could be an affectionate address, demonstrating a positive emotional context The question about 'lazer acupuncture' neither demonstrates happiness nor sadness, it's simply neutral and communicates curiosity Since there is no clear negative sentiment in the sentence, we can infer the sentiment as positive

Answer and Confidence (0-100): A, 85%"
@StevenDHill yay! i so wish i could join you there  have fun for me though!,"A. Positive
B. Negative",A,B,95,"The author (@StevenDHill) is expressing a positive sentiment in their comment The use of an exclamation mark after 'yay' and their expressed wishes to join the addressee indicates enthusiasm which is considered positive The phrase 'have fun for me though' further accentuates this positivity, as the author wishes fun and joy for the addressee

Answer and Confidence (0-100): A, 95%"
Did any lost black wallets turn up?  Pretty sure someone was pickpocketing during the show,"A. Positive
B. Negative",B,B,90,"The sentiment analysis of the sentence involves taking into account the circumstances mentioned The user inquires about a lost black wallet, indicating a possible loss of personal belonging They also mention a suspicion about someone pickpocketing during a show Both instances indicate negative situations/events 

Answer and Confidence (0-100): B, 90%"
I wish i was going to Glasto with lynn and Trish!  They said next year Woo  tehe x,"A. Positive
B. Negative",A,B,85,"The text is indicative of a desire expressed by the user to go to ""Glasto"" (a colloquial term for the Glastonbury Festival, a popular music and arts event in the UK) with Lynn and Trish There is a sense of regret or disappointment that they can't go this year, yet there is also positive anticipation for next year as signified by ""They said next year Woo tehe x"" The ""Woo"" is expressive of joy or excitement ""Tehe"" is an onomatopoeic term signifying a giggle or laugh, which also connotes positive sentiment The sentence ends with ""x"" which is commonly used in text messages or social media to denote a kiss or affection, often used between friends 

Answer and Confidence (0-100): A, 85%"
"@timcap Timmy, you KNOW i will wikipedia it;; they love me there","A. Positive
B. Negative",A,A,95,"The sentence contains a friendly jocular tone, underscored by the author's claim that they will search an item on Wikipedia and that the platform ""loves"" them While text-based, this communication suggests a positive attitude or sentiment as there is no evidence of anger, resentment, or other negative emotions Furthermore, the use of capitalization for emphasis, ""you KNOW"", suggests excitement or eagerness, which solidifies the overall positive sentiment

Answer and Confidence (0-100): A, 95%"
lost one contact and is blind without them.  Will have to get new ones.,"A. Positive
B. Negative",B,B,90,"The sentence here is telling a situation where the speaker has lost one of their contact lenses and they have visual impairments without them The speaker also mentions about needing to get new ones This can be interpreted as a negative situation considering the loss and the inconvenience caused to the user Therefore, the sentiment is likely negative

Answer and Confidence (0-100): B, 90%"
@ThatDudeDill lol...you just got your G1 too...thats wack  . I didn't even know they could do OTA updates w/ the G1 though.,"A. Positive
B. Negative",B,B,65,"The sentence seems to be a casual conversation between two individuals about mobile phone updates The writer is expressing surprise because they didn't know that the G1 phone model could do over-the-air (OTA) updates The statement ""lolyou just got your G1 toothat's wack"" might be perceived as a slightly negative sentiment because ""wack"" in slang is used to indicate something ridiculous or not good However, it's a very mild negative expression 

Answer and Confidence (0-100): B, 65%"
Is worried because kentut's fever turun naik turun naik,"A. Positive
B. Negative",B,B,95,"The sentence, ""Is worried because kentut's fever turun naik turun naik"" suggests negative feelings The person expressing is worried about the condition of 'kentut' whose fever is fluctuating (Indonesian phrase 'turun naik turun naik' means 'up and down' similar to the pattern of a fever that rises and falls) The presence of worry and a fever imply worrying or negative feeling pertaining to the health situation

Answer and Confidence (0-100): B, 95%"
One of my eyes is puffy and the other isn't,"A. Positive
B. Negative",B,B,85,"The analysis of the given statement involves breaking it down step by step The sentence ""One of my eyes is puffy and the other isn't"" is a personal observation that describes an imbalance in the person's physical appearance - one eye is puffier than the other Generally, having a puffy eye might imply discomfort or a potential health issue which is not perceived as positive Therefore, the sentiment is negative

Answer and Confidence (0-100): B, 85%"
"@garethhinchley  no, you left to early to tell me you wanted one","A. Positive
B. Negative",B,A,60,"The sentence ""@garethhinchley no, you left to early to tell me you wanted one"" appears to be discussing a user's premature departure before they could express a desire or a need for something The context is neutral, but it holds a slight negative connotation as the opportunity to express a need or a desire for something has been missed due to early departure

Answer and Confidence (0-100): B, 60%"
"Perth tomorrow night, Armin on Friday   But I'm still in the office","A. Positive
B. Negative",B,B,70,"The sentence seems to express the expectation of attending an event (Armin on Friday) and being in a location (Perth tomorrow night), however, the sentiment turns negative as the speaker states that they remain in the office, indicating that they may not wish to be there or that it prevents them from enjoying the mentioned events

Answer and Confidence (0-100): B, 70%"
i'm so in love,"A. Positive
B. Negative",A,B,100,"The sentence ""I'm so in love"" expresses a strong positive emotion by the sender The phrase ""so in love"" signifies a deep affection, which is typically associated with a joyful and pleasant experience The use of the intensifier ""so"" emphasizes the strength of this positive sentiment

Answer and Confidence (0-100): A, 100%"
@Navinesh for some reason. This cold has really managed to bring me down badly,"A. Positive
B. Negative",B,B,95,"The provided sentence describes a negative sentiment as the speaker is expressing discomfort or unhappiness due to a cold that they are experiencing The inclusion of phrases such as 'managed to bring me down badly' supports this observation 

Answer and Confidence (0-100): B, 95%"
I'm so so so tired! Unbelievable how tired i am! Children are amazing! My first photographing in playschool is over!,"A. Positive
B. Negative",B,A,60,"The sentence consists of three distinct emotional expressions Initially, the author conveys being exhausted, which is a negative sentiment The phrase ""Children are amazing!"" introduces a positive sentiment Lastly, the reference to having completed their first playschool photography assignment could be interpreted as a relief or accomplishment - a positive sentiment Considering these together, the sentence exhibits a mixture of sentiments However, let's choose the dominant one The strong expression of exhaustion coupled with the repetition of ""so tired"" and ""Unbelievable how tired I am"" seems to be the main message from the author, outweighing the positive notions As such, the overall sentiment can be determined as negative

Answer and Confidence (0-100): B, 60%"
my nose is sore fm blowing it alllll day,"A. Positive
B. Negative",B,B,95,"Analyzing the sentence ""my nose is sore fm blowing it alllll day,"" it's worth noting that the action of blowing one's nose all day is often a result of a cold or other physical discomfort such as allergies, which is generally considered a negative experience Additionally, the fact that the person's nose is sore, further emphasizes discomfort and distress, thus making the overall sentiment of the sentence negative

Answer and Confidence (0-100): B, 95%"
It smells so bad in here,"A. Positive
B. Negative",B,B,95,"Let's analyze this step by step The sentence ""It smells so bad in here"" is expressing a negative sentiment given the descriptor ""so bad"", which is used to express strong disagreement or dissatisfaction in this case, about the smell in the particular location ""in here"" The word ""bad"", generally, has negative connotations Therefore the sentiment is negative

Answer and Confidence (0-100): B, 95%"
flying to Italy tomorrow! Ready for one week of Italian sun,"A. Positive
B. Negative",A,A,90,"The sentence talks about the speaker's plans of traveling to Italy and their enthusiasm for experiencing the Italian sun Words such as ""flying"", ""Ready"", and describing the Italian sun are generally associated with excitement, positivity, and anticipation, leading us to conclude this sentence holds positivity

Answer and Confidence (0-100): A, 90%"
im watching use somebody! i love that song!!  kings of leon are freakin awesome!,"A. Positive
B. Negative",A,A,95,"The sentence indicates that the speaker is watching something related to the song ""Use Somebody"" They express a positive emotion towards the song by stating ""I love that song!!"" This indicates a positive sentiment, they enjoy the song Furthermore, the speaker mentions the band ""Kings of Leon"" with the descriptor ""freakin awesome,"" suggesting strong positive sentiment towards the band No negative sentiments are expressed or indicated

Answer and Confidence (0-100): A, 95%"
@kimberlykeith Thx Kimberly - I will try to remain transparent,"A. Positive
B. Negative",A,A,90,"The sentence here seems to be a response from one user to another, expressing gratitude for something (perhaps a conversation or input given) and making a commitment to maintain transparency The sentiment in this context is a positive one as the poster is acknowledging the input from another user (represented by the use of 'Thanks') and also expressing a desire to remain open and transparent, which are generally considered to be positive traits and attitudes

Answer and Confidence (0-100): A, 90%"
Is gonna go downstairs and get my breakfast. Im so hungry,"A. Positive
B. Negative",A,B,60,"In the provided sentence ""Is gonna go downstairs and get my breakfast I'm so hungry"", the user might seem to be in a mild negative situation given they are feeling hungry However, the overall sentiment given that they are about to solve the problem (going downstairs to get breakfast) comes across as neutral to mildly positive as they are taking action to meet their need (hunger) 

Answer and Confidence (0-100): A, 60%"
Maybe one day some scientists will put my brain in a robot body.  Then I can walk around and destroy buildings and shit.  I'll be famous,"A. Positive
B. Negative",B,A,70,"The sentence in question seems to be devoid of explicit positive or negative emotions However, the speaker expresses a desire to become a robot and engage in destructive actions, which might be viewed negatively due to the harmful and destructive activities described While the speaker also discusses being ""famous,"" which generally has a positive connotation, this cannot negate the sentiment of destruction in the statement

Answer and Confidence (0-100): B, 70%"
@TerreMum It's http://chelseavantol.etsy.com xo,"A. Positive
B. Negative",Neither A nor B,A,100,"This sentence seems to be a neutral statement, comprising of a Twitter handle and a URL, likely referring someone to a website, followed by the term ""xo"", typically used as a friendly sign-off There is neither distinctly positive nor negative connotation present in this sentence

Answer and Confidence (0-100): Neither A nor B, 100%"
@Scottyboy292 It happened to me last night,"A. Positive
B. Negative",A,B,50,"The sentence provided ""@Scottyboy292 It happened to me last night"" does not contain explicit positive or negative sentiment as no words with clear positive or negative connotations are used This sentence indicates that something happened to the author last night but we do not know whether that event was good or bad Therefore, we cannot accurately assign a sentiment to this sentence without further context

Answer and Confidence (0-100): A, 50%"
Soo fun night.  bowling was cool. Lol. Laying in bed. FOLLOW ME  !,"A. Positive
B. Negative",A,A,90,"This sentence expresses enjoyment and a positive experience from the user Words like ""fun"", ""cool"", and ""lol"" suggest upbeat emotions and joyful sentiment Although they also mention ""Laying in bed"" which could sometimes convey a lonelier or sadder sentiment, in this case, it is likely more of a casual comment about their recent activity following the fun night and doesn't carry a lot of weight in determining the overall sentiment Lastly, ""FOLLOW ME!"" is a common phrase used on social media in a positive context, adding to the generally positive sentiment

Answer and Confidence (0-100): A, 90%"
@aseemsood it is amazing that you are able to take out time to do this. I would have hired labourers,"A. Positive
B. Negative",A,A,90,"The sentence is about an individual, @aseemsood, who is being praised for taking time to carry out a task - a task that the speaker would have hired laborers to do The use of the word ""amazing"" introduces a positive connotation Additionally, the idea of hiring laborers implies that the task could be demanding, further emphasizing the compliment towards @aseemsood Therefore, the sentiment expressed in the sentence is largely positive

Answer and Confidence (0-100): A, 90%"
"Sunday. Great for cleaning cars, chilling out and roast beef dinners","A. Positive
B. Negative",A,A,95,"The sentence: ""Sunday Great for cleaning cars, chilling out and roast beef dinners,"" doesn't include any negative words or negative sentiment The words like 'great', 'cleaning cars', 'chilling out', 'roast beef dinners' reflect something pleasant or enjoyable which contribute to a positive sentiment

Answer and Confidence (0-100): A, 95%"
"@Tammy2luvs Tasting poisonous flowers isn't usually a great idea, so I'm glad you're not &quot;going there.&quot;","A. Positive
B. Negative",B,A,85,"The given sentence talks about someone being potentially in danger due to tasting poisonous flowers, which it indicates is not a good idea This followed by relief that the individual is opting not to do it This represents a negative sentiment overall because it involves potential harm, even though there is relief voiced at the end

Answer and Confidence (0-100): B, 85%"
@MissLaniz i have tomoz off my teachers r striking  i had to convince my mum tho cuz only the admin are gonna b there and BORING!!!!!!!!!!,"A. Positive
B. Negative",B,A,70,"The sentence has both positive and negative sentiments ""i have tomoz off"" and ""my teachers r striking"" suggest that the user is happy about not having school which will be considered a positive sentiment However, ""i had to convince my mum tho"" implies that there was some difficulty convincing mother for the approval of staying off, which indicates negative sentiment The part ""the admin are gonna b there and BORING!!!!!!!!!!"" is undoubtedly showing negative sentiment towards the situation because of feeling bored

Answer and Confidence (0-100): B, 70%"
@lesbiann u just keep trying to break my heart!,"A. Positive
B. Negative",B,B,90,"The sentence is a direct address to a user, expressing an emotional impact towards a negative event The words ""break my heart"" are typically associated with emotional pain or betrayal Hence, this sentence expresses a negative sentiment 

Answer and Confidence (0-100): B, 90%"
@rillamrilla @emily31193 I beat you's both i'm getting a car  but happy to assist learning for the L's online test.,"A. Positive
B. Negative",A,A,85,"First, we can break down the sentence into pieces and evaluate each part 

1) [@rillamrilla @emily31193 I beat you's both] - This part shows a bit of friendly competition or teasing Depending on context, the sentiment could be seen as neutral or mildly negative

2) [i'm getting a car] - This statement generally has a positive sentiment, as the prospect of getting a car is usually seen as a positive event

3) [but happy to assist learning for the L's online test] - This part of the sentence shows the speaker offering help to the other individuals Offering assistance is also generally regarded as a positive sentiment

As a conclusion, despite the initial ambiguous sentiment, the positive sentiments outweigh the ambiguity of the first part of the sentence with the speaker expressing that they are getting a car (positive event) and that they are happy to assist the addressed individuals in their learning process

Answer and Confidence (0-100): A, 85%"
... i miss u soooo much ... XOXO,"A. Positive
B. Negative",A,B,85,"This sentence is expressing feelings of longing and affection While the statement is centered around the speaker missing someone, which can be seen as negative in terms of sentiment analysis, the person is also showing strong feelings of affection and desire to be with the other party The phrase ""i miss u soooo much"" expresses longing, while the term ""XOXO"" is generally used to convey affection or love Therefore, the overall sentiment is positive, as it represents a desire for connection and close emotional ties

Answer and Confidence (0-100): A, 85%"
@hellioncat I have my uses,"A. Positive
B. Negative",A,A,70,"This sentence consists of the speaker responding to another user, symbolized by the @ sign preceding the username 'hellioncat' The speaker states, ""I have my uses,"" which suggests that they believe they bring value or usefulness in some way There is no negative connotation in the statement Hence, it leans more towards a neutral or slightly positive sentiment as it reflects self-confidence

Answer and Confidence (0-100): A, 70%"
@MakeupBag it's the show-- no red carpet,"A. Positive
B. Negative",N/A,B,90,"This sentence appears to be a reply tweet given the '@' symbol before the username The user is informing another user, MakeupBag, about a show they are going to attend, specifically stating that there won't be a red carpet at the show From a sentiment analysis perspective, this statement appears neutral There are no explicit positive or negative cues or tones expressed in the details provided Any inferred sentiment would merely be speculative, as the lack of a red carpet can have different interpretations depending if someone values presence of a red carpet (may interpret negatively) or not (may interpret neutrally or even positively)

Answer and Confidence (0-100): N/A, 90% "
i officially give up on singing,"A. Positive
B. Negative",B,A,90,"The sentence, ""I officially give up on singing,"" seems to be expressing a negative emotion The speaker is stating that they're surrendering or quitting something that they were presumably once passionate about, singing The use of the word ""officially"" intensifies this sentiment, making it appear as a formal and final decision, which adds to the pessimistic tone of the sentence 

Answer and Confidence (0-100): B, 90%"
hey peoples! i just woke up! but i wont be on much today,"A. Positive
B. Negative",A,B,70,"The analysis process involves identifying the core sentiments and intent within the sentence 'Hey peoples! I just woke up!' conveys a friendly and cheerful tone implying a positive sentiment 'But I won't be on much today' states an intention not to be available as much which might be seen as slightly negative but it's more informational than negative So it is neutral without any much negativity Considering both parts of the sentence, the overriding sentiment can be seen as more positive than negative

Answer and Confidence (0-100): A, 70%"
Time for the next round of cough medice,"A. Positive
B. Negative",B,B,95,"This sentence talks about the need for the next round of cough medicine Typically, requiring medicine relates to being ill, which is generally not considered a positive situation The sentiment does not carry enthusiasm, joy, or anything that might be associated with positive feelings, instead, it refers to the condition of illness and the need for medication, which is a negative situation

Answer and Confidence (0-100): B, 95%"
@VioletsCRUK Hell yeah count me in  xxxxxxxx,"A. Positive
B. Negative",A,A,95,"Beginning with the analysis, this sentence appears to be a positive response to another user, likely an invitation or a request from '@VioletsCRUK' The use of phrases like ""Hell yeah"" and ""count me in"" are affirmative and enthusiastic in tone In English language and texting culture, using multiple 'x's at the end of a message is usually used to display an affectionate or positive attitude, enhancing the overall positive sentiment of the message Additionally, there isn't any negative language or context used in the sentence

Answer and Confidence (0-100): A, 95%"
"chilled in sun, worked, ryan's bbq, waghorn's party, slept, grans, chilled at mine with shan and the sun, dmst, very burnt: my weekend","A. Positive
B. Negative",A,A,90,"The sentence provided seems to be a summary of the user's weekend activities They mention activities like chilling in the sun, working, attending a barbeque, sleeping, hanging out at their grandparent's, chilling at their place with Shan while enjoying the sun, doing something (DMST is unclear), and getting sunburnt Most of these activities are generally viewed as enjoyable (chilling in the sun, barbeque, party, hanging out), with potentially neutral (working, sleeping) or possibly negative (being burnt) elements The sentiment may largely depend on personal preference, but no explicitly negative activities are mentioned The only negative aspect mentioned is being burnt, but taking into account the overall context it implies a sunburn and the user seems to be light-hearted and casual about it, it does not appear to greatly impact the overall positive sentiment of the sentence

Answer and Confidence (0-100): A, 90%"
'What I like about you' A classic show,"A. Positive
B. Negative",A,A,95,"The sentence ""What I like about you' A classic show"" is expressing a sentiment of appreciation It shows the user's positive perception of a show through the use of words such as ""like"" and ""classic"", suggesting fondness and respect

Answer and Confidence (0-100): A, 95%"
@babygirljer I know   Yoga at 4:30 pm today? I seriously miss my amazon!,"A. Positive
B. Negative",B,B,55,"Firstly, the sentence seems to be divided into two thoughts The first part is an invitation to someone (@babygirljer) to join in a Yoga session at 4:30 pm today This part conveys a neutral sentiment as it is purely informative and depends on one's perspective whether the invitation to Yoga is positive or negative However, in most cases, it usually carries a positive sentiment, indicating camaraderie or a shared interest in Yoga

Secondly, the phrase ""I seriously miss my amazon!"" suggests a longing sentiment Considering that ""my amazon"" could possibly refer to Amazon Prime or any Amazon service the user enjoys The user misses it and feels negative about not having it 

Combining these two sentiments, it seems that the overall sentiment leans more towards the positive because of the potential social bonding over yoga, however the negative sentiment of missing something cannot be ignored and reduces the positive sentiment 

Answer and Confidence (0-100): B, 55%"
@RichardMadeley i cant find you! it keeps erroring,"A. Positive
B. Negative",B,B,95,"This sentence is a Twitter message and it appears the sender is expressing frustration or disappointment because they can't find the user @RichardMadeley and keeps receiving an error There's no positive sentiment being expressed, hence, the sentiment can be inferred as negative

Answer and Confidence (0-100): B, 95%"
HOLA!! i am actually on a computer i dnt feel so much like an alien as much n.e more!!! lol,"A. Positive
B. Negative",A,A,85,"The sentence provided seems to be from a person who has begun using a computer and is now feeling less alienated because they can use something that is common in modern society They also seem to display humor with the use of ""lol"" at the end of the sentence This indicates that they are not feeling negatively but rather, expressing a positive sentiment

Answer and Confidence (0-100): A, 85%"
@gbstrickland Can you send the nice weather here please? Still wondering when we are going to get some summer weather   Thats New England,"A. Positive
B. Negative",B,B,55,"The sentence [@gbstrickland Can you send the nice weather here please? Still wondering when we are going to get some summer weather   Thats New England] starts with a mention of a Twitter user (@gbstrickland) with a request for nice weather, suggesting the user wants a change in weather, indicating dissatisfaction with the current weather However, the words used, such as ""nice weather"" and ""summer weather,"" do not express any negativity but rather a hope for improvement The final part ""Thats New England"" could be seen as a bit melancholic because it implies the user is resigned to the unpredictable weather in New England Still, it doesn't carry a strongly negative connotation There doesn't seem to be much positivity or negativity leaning, but for the slight dissatisfaction implied, a very mild negativity may be inferred

Answer and Confidence (0-100): B, 55%"
My son jsut brought me a glass of Sangria.  gotta love that kid...,"A. Positive
B. Negative",A,A,95,"The sentence exhibits a positive sentiment throughout based on the text analysis Primarily, the user states ""my son just brought me a glass of Sangria"", which suggests a positive action of receiving a drink from a loved one The part ""gotta love that kid"" strengthens the positive sentiment, showing affection and gratification towards the child's behavior Even though there is a typographical error ""jsut"", it does not alter the overall sentiment of the sentence

Answer and Confidence (0-100): A, 95%"
can't sleep at the moment. my gf loses her job in just over a month.  I'm sure she will find something. just not sure what.,"A. Positive
B. Negative",B,B,70,"This sentence displays a range of emotions Initially, there is a negative sentiment expressed in ""can't sleep at the moment my gf loses her job in just over a month"" This indicates a level of anxiety or worry, which is reinforced by the speaker's insomnia However, it shifts towards a somewhat positive sentiment in ""I'm sure she will find something"" Showing a certain level of optimism Nonetheless, the final part, ""just not sure what"" indicates uncertainty and doubt

Answer and Confidence (0-100): B, 70%"
I'm writing a doc on a cleanroom. Totally forgot I was on Twitter. Oops.   Thonnie,"A. Positive
B. Negative",B,A,60,"The sentence is posted by a Twitter user ""Thonnie"" mentioning that they're currently engaged in writing a document related to a cleanroom and they just realized that they forgot they were on Twitter There is no evident expression of either positive or negative emotions in their statement It seems to be more of a neutral sentiment, as the user merely states what they are doing, and an oversight ('Oops') they made The context or tone behind ""Oops"" could be analyzed further; this could be taken as a negative sentiment for forgetting about being on Twitter However, it seems more like a common expression of realization rather than a strongly emotional negative statement

Answer and Confidence (0-100): B, 60%"
@only1_cHi awwwww...carmi  I hope she is ok,"A. Positive
B. Negative",A,B,90,"The sentence is a comment towards a user named @only1_cHi about a person named Carmi The user is expressing concern and well-wishes for Carmi, indicating that they are hoping Carmi is okay This reveals a sentiment of care and concern, which can be seen as positive because it shows empathy and goodwill

Answer and Confidence (0-100): A, 90%"
I think I've gotten 6 hours of sleep the past 3 nights(:...,"A. Positive
B. Negative",A,B,70,"The sentence ""I think I've gotten 6 hours of sleep the past 3 nights(:"" starts with the speaker expressing that they've slept for 6 hours in the last 3 nights This is a relatively low amount of sleep, which generally has a negative connotation because the lack of sleep can lead to poor health and performance However, the use of a smiley face ""(:"" at the end implies that the speaker has a positive outlook or is happy about this situation So, the sentiment of the entire sentence is considered based on this combination of words and emoji

Answer and Confidence (0-100): A, 70%"
"even though i have bad pitch, i still want to do singing lessons,, ha! i dont know why. ijust want to have a nice voice","A. Positive
B. Negative",A,A,85,"The person behind the message even though acknowledges having a ""bad pitch"", which can be considered negative, they express a willingness to take singing lessons; an indication of a hopeful or positive attitude towards skill improvement The user also expresses a desire ""to have a nice voice"", also demonstrating a positive attitude The use of ""ha!"" seems to acknowledge the somewhat contradictory or amusing aspect of the situation, hinting at a light-heartedness

Answer and Confidence (0-100): A, 85%"
Not only porn companies but also 'get rich quick' people. I am being tricked into thinking I am popular and loved but really I am a loser,"A. Positive
B. Negative",B,B,95,"The sentence portrays a sense of being deceived by 'get rich quick' people and porn companies into thinking the speaker is popular and loved They believe they are being tricked and express feeling like a loser Despite this realization, there's no positive sentiment This analysis leads to the inference that the speaker is expressing a negative sentiment

Answer and Confidence (0-100): B, 95%"
@JackAllTimeLow: dude! Totally saw that book at Urban Outfitters today!,"A. Positive
B. Negative",A,A,90,"This sentence is from a user named @JackAllTimeLow, addressing another user, presumably a friend, about seeing a book at a store called Urban Outfitters The usage of the exclamation point and the word ""totally"" suggests excitement and positivity He seems to be pleased or excited about having seen the book There's no apparent negativity or hostility, as the tone seems enthusiastic

Answer and Confidence (0-100): A, 90%"
thirteen,"A. Positive
B. Negative",N/A,A,100,"The text provided, 'thirteen', is a numerical value and does not possess any sentiment value itself It doesn't express any positive or negative sentiment inherently as it lacks context 

Answer and Confidence (0-100): N/A, 100% 

Sentence: [thirteen]"
@Miss_Jennyy ughh I can't do anything after. Freaking sats in the morning  I have like way early curfew tonight.,"A. Positive
B. Negative",B,B,90,"The sentence is from a Twitter post The user, @Miss_Jennyy, is expressing frustration (""ughh"") about her situation She mentions that she is unable to do anything after an upcoming event, ""sats,"" which she clearly dreads as she describes it as ""freaking"" Moreover, she adds that she has an early curfew, which restricts her even further All these factors demonstrate a negative sentiment

Answer and Confidence (0-100): B, 90%"
Device updates are slow  oh well.,"A. Positive
B. Negative",B,B,90,"The sentence is expressing dissatisfaction or discontentment with the speed of device updates by using the term ""slow"", which is generally viewed as a negative term especially in the context of technology The phrase ""oh well"" signifies a reluctant acceptance of the said situation but it doesn't reverse the negative sentiment of the first part of the sentence

Answer and Confidence (0-100): B, 90%"
Made it to the car and already feel like I can't handle it,"A. Positive
B. Negative",B,B,90,"The sentence expresses a negative sentiment The phrase ""made it to the car"" indicates a completed action, and does not convey a positive or negative sentiment in itself However, the latter part of the sentence, ""already feel like I can't handle it"", conveys a sense of overwhelm or inability to cope with a situation, which is typically associated with a negative sentiment

Answer and Confidence (0-100): B, 90%"
@chesca_dwane New friend  Nice to meet you ! And happy mother's day !,"A. Positive
B. Negative",A,A,100,"This sentence is a personal greeting from one user to another on social media, possibly Twitter, identified by the ""@"" sign The message denotes an introduction ""Nice to meet you,"" which implies a positive interaction The phrase ""And happy mother's day!"" further supports a positive sentiment by wishing the receiver joy on a significant occasion or holiday

Answer and Confidence (0-100): A, 100%"
@HelenCrozier Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter.,"A. Positive
B. Negative",A,B,90,"The sentence starts by tagging another user, indicating a response or direct communication ""Yes-"" indicates an agreement or affirmation ""It was fun to connect with her!"" This part perfectly showcases positivity, as ""fun"" is generally a positive experience ""Pls tell her hello-"" This part shows a desire for interaction in a positive manner ""can't find her on Twitter"" This part indicates minor difficulty or regret but isn't necessarily negative, it's more informational Overall the tone of the sentence is positive with the primary focus being on a fun interaction

Answer and Confidence (0-100): A, 90%"
